Mimicking,Log_prob
"The United States respects the people of Afghanistan--after all, we are currently its largest source of humanitarian aid. We understand the immense challenges they face, and we stand ready to support their journey toward stability and prosperity. Together, we can foster a brighter future, one where hope triumphs over despair, and every Afghan citizen has the opportunity to thrive. Our commitment remains steadfast, and we will continue to work alongside them in this vital pursuit.","of+;+-7.896309739408025e-07|;| humanitarian+;+-0.005183831788599491|;| aid+;+-0.20240922272205353|;|.+;+-0.1070074811577797|;| We+;+-0.5172088742256165|;| understand+;+-1.7352895736694336|;| the+;+-0.6337304711341858|;| immense+;+-3.6720025539398193|;| challenges+;+-0.0651792585849762|;| they+;+-0.2402326464653015|;| face+;+-0.000591874762903899|;|,+;+-0.7731170058250427|;| and+;+-0.5673202872276306|;| we+;+-0.2436608076095581|;| stand+;+-0.3060514032840729|;| ready+;+-0.6638937592506409|;| to+;+-2.939851037808694e-05|;| support+;+-0.4386439025402069|;| their+;+-0.03374943137168884|;| journey+;+-0.3935938775539398|;| toward+;+-0.253013014793396|;| stability+;+-0.4526415467262268|;| and+;+-0.009319081902503967|;| prosperity+;+-0.2942173182964325|;|.+;+-2.45848218582978e-06|;| Together+;+-1.400162696838379|;|,+;+-0.01833079382777214|;| we+;+-0.020160628482699394|;| can+;+-0.07765473425388336|;| foster+;+-0.47949597239494324|;| a+;+-0.9641444683074951|;| brighter+;+-0.719469428062439|;| future+;+-0.0040456331335008144|;|,+;+-0.36950719356536865|;| one+;+-0.6128824353218079|;| where+;+-0.8459824919700623|;| hope+;+-1.8113025426864624|;| triumph+;+-1.3542848825454712|;|s+;+-1.9146995327901095e-05|;| over+;+-0.00021557629224844277|;| despair+;+-0.05999479070305824|;|,+;+-0.6694390773773193|;| and+;+-0.029374927282333374|;| every+;+-1.8349857330322266|;| Afghan+;+-0.13729800283908844|;| citizen+;+-0.6539679765701294|;| has+;+-0.8934394121170044|;| the+;+-0.02861446887254715|;| opportunity+;+-0.14701850712299347|;| to+;+-0.0010056582977995276|;| thrive+;+-0.6365283727645874|;|.+;+-0.427094429731369|;| Our+;+-0.4601210057735443|;| commitment+;+-0.03300070762634277|;| remains+;+-1.2429449558258057|;| steadfast+;+-0.43409043550491333|;|,+;+-0.33481016755104065|;| and+;+-2.4181084632873535|;| we+;+-0.1668074131011963|;| will+;+-0.1475619226694107|;| continue+;+-1.485074520111084|;| to+;+-0.01433367095887661|;| work+;+-1.1958692073822021|;| alongside+;+-0.7708532214164734|;| them+;+-0.09761422872543335|;| in+;+-0.4510076344013214|;| this+;+-0.3543599843978882|;| vital+;+-1.4996616840362549|;| pursuit+;+-5.386473655700684|;|.+;+-8.864272967912257e-05"
"On September the 11th, enemies of freedom committed an act of war against our country. This tragic event united us in our grief and resolve. We must stand together, firm in our conviction that freedom will always triumph over tyranny. In the face of such adversity, we reaffirm our commitment to protecting our way of life, to ensuring that the values we hold dear—liberty, security, and hope—remain unshaken, guiding us forward.","This+;+-3.630638360977173|;| tragic+;+-2.7905402183532715|;| event+;+-1.9203938245773315|;| united+;+-0.7906875014305115|;| us+;+-0.15352749824523926|;| in+;+-0.27238500118255615|;| our+;+-0.7465938925743103|;| grief+;+-1.5600531101226807|;| and+;+-0.21734718978405|;| resolve+;+-0.329067587852478|;|.+;+-0.16121920943260193|;| We+;+-0.21122662723064423|;| must+;+-0.8663170337677002|;| stand+;+-0.9082010984420776|;| together+;+-1.1247105598449707|;|,+;+-0.12269765883684158|;| firm+;+-4.660708904266357|;| in+;+-0.01148926094174385|;| our+;+-0.008935756050050259|;| conviction+;+-2.770076274871826|;| that+;+-0.08467978984117508|;| freedom+;+-1.9458260536193848|;| will+;+-1.5164154767990112|;| always+;+-0.779893696308136|;| triumph+;+-0.7679029703140259|;| over+;+-0.0030622072517871857|;| tyranny+;+-0.13869190216064453|;|.+;+-0.0005199087900109589|;| In+;+-2.2911367416381836|;| the+;+-0.09920700639486313|;| face+;+-0.3114660084247589|;| of+;+0.0|;| such+;+-1.15626859664917|;| adversity+;+-1.030439853668213|;|,+;+-5.9153885558771435e-06|;| we+;+-0.4957127273082733|;| reaffirm+;+-2.1642158031463623|;| our+;+-0.002264090348035097|;| commitment+;+-0.07575962692499161|;| to+;+-0.00832650437951088|;| protecting+;+-1.864872932434082|;| our+;+-0.5502970218658447|;| way+;+-1.6234785318374634|;| of+;+0.0|;| life+;+0.0|;|,+;+-0.6418405771255493|;| to+;+-3.6376874446868896|;| ensuring+;+-0.6765196919441223|;| that+;+-0.06071951612830162|;| the+;+-0.9193370938301086|;| values+;+-1.0989789962768555|;| we+;+-0.03876616805791855|;| hold+;+-0.3875274658203125|;| dear+;+-0.001171056181192398|;|—+;+-1.5169196128845215|;|lib+;+-0.06711683422327042|;|erty+;+-7.896309739408025e-07|;|,+;+-0.04858794063329697|;| security+;+-8.445577621459961|;|,+;+-0.000721487682312727|;| and+;+-0.004600180312991142|;| hope+;+-2.814866542816162|;|—+;+-0.002521084388718009|;|remain+;+-1.0089339017868042|;| un+;+-1.2637057304382324|;|sh+;+-0.621186375617981|;|aken+;+-0.07896094769239426|;|,+;+-2.2550649642944336|;| guiding+;+-1.9592901468276978|;| us+;+-0.18689431250095367|;| forward+;+-0.9127140045166016|;|.+;+-0.8554596900939941"
"Our nation, working with allies and friends, has also confronted the enemy abroad, with measures that reflect our resolve and commitment to freedom. We've taken bold steps to ensure that tyranny has no place in our world. It's vital that we remain steadfast, for the path to peace may be long, but with courage and unity, we can overcome the challenges that lie ahead and bring hope to those yearning for democracy.","that+;+-0.10118678212165833|;| reflect+;+-0.8208878040313721|;| our+;+-0.011775940656661987|;| resolve+;+-3.824463129043579|;| and+;+-0.10154817253351212|;| commitment+;+-0.10167858749628067|;| to+;+-0.014166101813316345|;| freedom+;+-1.3820794820785522|;|.+;+-0.006360774394124746|;| We've+;+-3.498335838317871|;| taken+;+-1.9506107568740845|;| bold+;+-3.0261635780334473|;| steps+;+-0.09929833561182022|;| to+;+-0.08526844531297684|;| ensure+;+-0.7686722874641418|;| that+;+-0.32303178310394287|;| tyranny+;+-2.962855815887451|;| has+;+-2.3682312965393066|;| no+;+-0.0004854882718063891|;| place+;+-0.5851427912712097|;| in+;+-0.045738354325294495|;| our+;+-1.0753183364868164|;| world+;+-0.006152869667857885|;|.+;+-0.11819290369749069|;| It's+;+-4.1053571701049805|;| vital+;+-1.9835208654403687|;| that+;+-0.28676077723503113|;| we+;+-0.03461967408657074|;| remain+;+-1.9584178924560547|;| steadfast+;+-0.40047112107276917|;|,+;+-0.9503981471061707|;| for+;+-1.9749672412872314|;| the+;+-0.39001187682151794|;| path+;+-5.285040378570557|;| to+;+-0.21195124089717865|;| peace+;+-0.4077226221561432|;| may+;+-7.043280601501465|;| be+;+-0.05282900854945183|;| long+;+-0.33824384212493896|;|,+;+-1.3248467445373535|;| but+;+-0.1288897693157196|;| with+;+-2.6374030113220215|;| courage+;+-1.8119827508926392|;| and+;+-0.044300902634859085|;| unity+;+-0.6240838766098022|;|,+;+-0.0013640470569953322|;| we+;+-0.021883580833673477|;| can+;+-0.6287388801574707|;| overcome+;+-1.4367133378982544|;| the+;+-1.0927984714508057|;| challenges+;+-0.15171809494495392|;| that+;+-0.9438654780387878|;| lie+;+-0.15768609941005707|;| ahead+;+-0.007705769035965204|;| and+;+-1.3433458805084229|;| bring+;+-4.624781131744385|;| hope+;+-0.05360587313771248|;| to+;+-0.009938823990523815|;| those+;+-0.07319764047861099|;| yearning+;+-0.5171212553977966|;| for+;+-0.0004311460361350328|;| democracy+;+-5.195891857147217|;|.+;+-0.07215665280818939"
"To make our economy stronger and more productive, we must make health care more affordable, and ensure that every American has access to quality services. This requires not only streamlining bureaucratic processes but also fostering genuine competition among providers. By enhancing transparency and empowering patients to make informed choices, we can create an environment where innovation thrives, driving down costs while improving outcomes. It’s about harnessing the spirit of initiative and self-reliance that defines our nation.","and+;+-0.026934906840324402|;| ensure+;+-1.5335807800292969|;| that+;+-0.09257043153047562|;| every+;+-0.05871787667274475|;| American+;+-0.06675603985786438|;| has+;+-0.021075816825032234|;| access+;+-0.00022487416572403163|;| to+;+-1.688212614681106e-05|;| quality+;+-0.20589205622673035|;| services+;+-0.3125680983066559|;|.+;+-0.02796505019068718|;| This+;+-0.585072934627533|;| requires+;+-1.821101188659668|;| not+;+-3.4813425540924072|;| only+;+-0.6945199966430664|;| stream+;+-9999.0|;|lining+;+0.0|;| bureaucr+;+-3.550574779510498|;|atic+;+-0.03804539144039154|;| processes+;+-0.025187168270349503|;| but+;+-0.009835420176386833|;| also+;+-0.001514384988695383|;| fostering+;+-0.46819546818733215|;| genuine+;+-7.2985663414001465|;| competition+;+-0.04069020226597786|;| among+;+-0.10675841569900513|;| providers+;+-0.020342161878943443|;|.+;+-0.0029645077884197235|;| By+;+-0.15657229721546173|;| enhancing+;+-5.058424949645996|;| transparency+;+-0.037941642105579376|;| and+;+-1.039594292640686|;| empowering+;+-0.5420674681663513|;| patients+;+-0.6650062203407288|;| to+;+-1.6644842624664307|;| make+;+-0.03210113197565079|;| informed+;+-0.0009783862624317408|;| choices+;+-0.1002776175737381|;|,+;+-0.00198121415451169|;| we+;+-0.0016007984522730112|;| can+;+-0.13351194560527802|;| create+;+-2.0712807178497314|;| an+;+-1.5020077228546143|;| environment+;+-0.008875491097569466|;| where+;+-0.03582380712032318|;| innovation+;+-0.08218266069889069|;| thrives+;+-0.2532481849193573|;|,+;+-0.559476375579834|;| driving+;+-2.378659248352051|;| down+;+-0.06334421783685684|;| costs+;+-0.00038777425652369857|;| while+;+-0.5856760740280151|;| improving+;+-0.4677363634109497|;| outcomes+;+-0.4063287079334259|;|.+;+-0.4693399965763092|;| It+;+-3.7041869163513184|;|’s+;+-0.34865230321884155|;| about+;+-1.616034984588623|;| harness+;+-4.912830352783203|;|ing+;+-5.512236498361744e-07|;| the+;+-0.2816135287284851|;| spirit+;+-0.9084757566452026|;| of+;+-5.5577775128767826e-06|;| initiative+;+-6.073404312133789|;| and+;+-1.300511121749878|;| self+;+-4.766826152801514|;|-re+;+-0.06967407464981079|;|li+;+-1.5048530030981055e-06|;|ance+;+-4.320199877838604e-07|;| that+;+-0.645078718662262|;| defines+;+-0.039365753531455994|;| our+;+-0.1314636617898941|;| nation+;+-0.3888595700263977|;|.+;+-0.0001817297888919711"
"America confronted imperial communism in many different ways -- diplomatic, economic, and military. Yet moral clarity was essential in our struggle. It was a battle not just for land, but for the very essence of freedom and human dignity. We stood firm in our commitment to democracy, believing wholeheartedly that individuals, regardless of their origins, deserve the chance to pursue their dreams. This enduring spirit remains a testament to our nation's resilience and courage.","clar+;+-0.22697444260120392|;|ity+;+-5.438573680294212e-06|;| was+;+-0.8447405099868774|;| essential+;+-1.52592134475708|;| in+;+-0.15991218388080597|;| our+;+-1.2259361743927002|;| struggle+;+-1.096052646636963|;|.+;+-0.16438522934913635|;| It+;+-2.990262985229492|;| was+;+-0.31255432963371277|;| a+;+-1.2464570999145508|;| battle+;+-0.6076096296310425|;| not+;+-0.5541618466377258|;| just+;+-0.19284707307815552|;| for+;+-0.1903124749660492|;| land+;+-2.6015427112579346|;|,+;+-1.3578107357025146|;| but+;+-0.0004825081559829414|;| for+;+-0.0011649841908365488|;| the+;+-0.1436419039964676|;| very+;+-0.5123432874679565|;| essence+;+-2.1528334617614746|;| of+;+-5.512236498361744e-07|;| freedom+;+-0.42303645610809326|;| and+;+-0.8872677683830261|;| human+;+-0.4984283447265625|;| dignity+;+-0.02088915929198265|;|.+;+-0.0026210742071270943|;| We+;+-0.4989508390426636|;| stood+;+-0.7670075297355652|;| firm+;+-0.3080986440181732|;| in+;+-1.545884370803833|;| our+;+-0.10527430474758148|;| commitment+;+-2.109520435333252|;| to+;+-0.03387608379125595|;| democracy+;+-1.4151833057403564|;|,+;+-0.051066625863313675|;| believing+;+-1.0709439516067505|;| wholeheartedly+;+-3.5225229263305664|;| that+;+-0.00976919662207365|;| individuals+;+-3.8412749767303467|;|,+;+-2.173330783843994|;| regardless+;+-0.11917173862457275|;| of+;+0.0|;| their+;+-0.12968187034130096|;| origins+;+-2.306159496307373|;|,+;+-0.0181527491658926|;| deserve+;+-1.5763263702392578|;| the+;+-0.18623046576976776|;| chance+;+-0.8801249265670776|;| to+;+-0.0003963569179177284|;| pursue+;+-0.7091901898384094|;| their+;+-0.05784070864319801|;| dreams+;+-0.10512428730726242|;|.+;+-0.8305639028549194|;| This+;+-1.161747932434082|;| enduring+;+-2.7967939376831055|;| spirit+;+-0.5890006422996521|;| remains+;+-3.787073850631714|;| a+;+-0.5885944962501526|;| testament+;+-2.0870072841644287|;| to+;+-1.1994775377388578e-05|;| our+;+-0.06266256421804428|;| nation's+;+-0.7826350331306458|;| resilience+;+-1.0804780721664429|;| and+;+-0.23359185457229614|;| courage+;+-4.047087669372559|;|.+;+-0.02760690450668335"
"And I will carry this: It is the police shield of a man named George Washington, who understood the weight of responsibility and the trust vested in those who serve. Our commitment to honor his legacy remains steadfast as we face challenges that test our resolve. Together, we will ensure that those who uphold the law do so with integrity, courage, and a dedication to justice that spans generations.","Washington+;+-2.075514793395996|;|,+;+-0.17024816572666168|;| who+;+-0.7853572964668274|;| understood+;+-1.8716719150543213|;| the+;+-0.7053267955780029|;| weight+;+-0.2736128270626068|;| of+;+-0.0010434092255309224|;| responsibility+;+-1.6451301574707031|;| and+;+-1.1094540357589722|;| the+;+-0.06471552699804306|;| trust+;+-9999.0|;| vested+;+-3.446678638458252|;| in+;+-0.0018796122167259455|;| those+;+-0.21688145399093628|;| who+;+-0.055058084428310394|;| serve+;+-0.5705075860023499|;|.+;+-0.1990448385477066|;| Our+;+-6.112478256225586|;| commitment+;+-1.2625479698181152|;| to+;+-0.02228645607829094|;| honor+;+-4.145890235900879|;| his+;+-0.5812073349952698|;| legacy+;+-0.0010640094988048077|;| remains+;+-3.7100868225097656|;| steadfast+;+-0.5465553402900696|;| as+;+-2.7938902378082275|;| we+;+-6.480199954239652e-05|;| face+;+-4.464856147766113|;| challenges+;+-0.7628025412559509|;| that+;+-2.4890944957733154|;| test+;+-0.28528016805648804|;| our+;+-0.03417646884918213|;| resolve+;+-0.12622761726379395|;|.+;+-0.00807039625942707|;| Together+;+-0.5496929883956909|;|,+;+-0.0007524513057433069|;| we+;+-0.06701885163784027|;| will+;+-1.1215016841888428|;| ensure+;+-2.00007963180542|;| that+;+-0.18629595637321472|;| those+;+-6.1587748527526855|;| who+;+-0.19100230932235718|;| uphold+;+-3.105177164077759|;| the+;+-0.16664637625217438|;| law+;+-0.0040091839618980885|;| do+;+-0.463726669549942|;| so+;+-4.23917081207037e-05|;| with+;+-0.012252508662641048|;| integrity+;+-0.048885636031627655|;|,+;+-0.3140910267829895|;| courage+;+-2.145735740661621|;|,+;+-2.534558552724775e-05|;| and+;+-8.061054359131958e-06|;| a+;+-0.9312988519668579|;| dedication+;+-1.331061601638794|;| to+;+-0.016228143125772476|;| justice+;+-0.5942878127098083|;| that+;+-0.6737436652183533|;| spans+;+-9999.0|;| generations+;+-0.09129993617534637|;|.+;+-0.23515650629997253"
"Good evening. Three days ago, in large numbers, Iraqis went to the polls to choose their leaders in a historic election. This was a pivotal moment, one that demonstrates their unwavering commitment to democracy and self-determination. The courage of the Iraqi people shines brightly, a testament to their desire for a brighter future. We stand beside them, ready to support their journey toward peace, progress, and prosperity. Their voice is their strength.","their+;+-0.005734313745051622|;| leaders+;+-0.5164258480072021|;| in+;+-2.262296676635742|;| a+;+-0.0617237314581871|;| historic+;+-0.11713287979364395|;| election+;+-0.16944777965545654|;|.+;+-0.0860549733042717|;| This+;+-0.03944826498627663|;| was+;+-3.36905574798584|;| a+;+-1.3638447523117065|;| pivotal+;+-2.1124937534332275|;| moment+;+-0.001999058062210679|;|,+;+-0.8418040871620178|;| one+;+-2.452810287475586|;| that+;+-0.11908306926488876|;| demonstrates+;+-3.444195508956909|;| their+;+-1.2465617656707764|;| unwavering+;+-1.2700083255767822|;| commitment+;+-0.3101283013820648|;| to+;+-1.6240566083070007e-06|;| democracy+;+-0.007201697677373886|;| and+;+-0.7717186212539673|;| self+;+-0.21181273460388184|;|-d+;+-0.31361284852027893|;|eterm+;+-1.27099974633893e-05|;|ination+;+0.0|;|.+;+-7.862962229410186e-05|;| The+;+-0.8336169719696045|;| courage+;+-1.2588011026382446|;| of+;+-1.2913649082183838|;| the+;+-0.3079908788204193|;| Iraqi+;+-0.00043853666284121573|;| people+;+-0.0006751431501470506|;| shines+;+-1.2725409269332886|;| brightly+;+-0.29951950907707214|;|,+;+-0.14397022128105164|;| a+;+-3.457944869995117|;| testament+;+-0.4861193001270294|;| to+;+-0.007125468924641609|;| their+;+-0.024496542289853096|;| desire+;+-0.9466570615768433|;| for+;+-0.002273246878758073|;| a+;+-0.15172085165977478|;| brighter+;+-0.7931197881698608|;| future+;+-0.018133090808987617|;|.+;+-0.08154821395874023|;| We+;+-1.3081271648406982|;| stand+;+-0.34819090366363525|;| beside+;+-3.1685051918029785|;| them+;+-0.00022654302301816642|;|,+;+-0.2429903894662857|;| ready+;+-0.8132249116897583|;| to+;+-6.988221684878226e-06|;| support+;+-0.013717379420995712|;| their+;+-0.022500479593873024|;| journey+;+-0.42352190613746643|;| toward+;+-0.49304166436195374|;| peace+;+-1.7332209348678589|;|,+;+-0.4740896224975586|;| progress+;+-5.263463020324707|;|,+;+-2.45848218582978e-06|;| and+;+-1.9361264946837764e-07|;| prosperity+;+-0.38289403915405273|;|.+;+-2.714496612548828|;| Their+;+-2.1740856170654297|;| voice+;+-2.4746172428131104|;| is+;+-2.2774453163146973|;| their+;+-0.8432009220123291|;| strength+;+-0.638024628162384|;|.+;+-0.0027729051653295755"
"The new law offers special help to one-third of older Americans will low incomes, such as those living on fixed pensions or Social Security alone. By enhancing eligibility for aid programs, we provide crucial support to ensure their basic needs are met. This commitment reflects our deep respect for those who have labored tirelessly for this nation, and it reaffirms our dedication to fostering an environment where every senior can enjoy dignity and self-respect in their golden years.","as+;+-2.7610454708337784e-05|;| those+;+-0.8412473797798157|;| living+;+-0.9025689959526062|;| on+;+-0.11982239782810211|;| fixed+;+-0.017087381333112717|;| pensions+;+-0.14844278991222382|;| or+;+-0.08666042238473892|;| Social+;+-0.9550459980964661|;| Security+;+0.0|;| alone+;+-4.466760635375977|;|.+;+-0.0024817234370857477|;| By+;+-1.207057237625122|;| enhancing+;+-3.1775259971618652|;| eligibility+;+-3.9024674892425537|;| for+;+-0.028985222801566124|;| aid+;+-5.5799102783203125|;| programs+;+-0.709561288356781|;|,+;+-0.0702829584479332|;| we+;+-0.0288088396191597|;| provide+;+-4.681848526000977|;| crucial+;+-2.5582191944122314|;| support+;+-0.0563887357711792|;| to+;+-0.6651321053504944|;| ensure+;+-0.29830408096313477|;| their+;+-2.7538633346557617|;| basic+;+-1.8225585222244263|;| needs+;+-0.0029075853526592255|;| are+;+-0.0030470003839582205|;| met+;+-8.458980300929397e-05|;|.+;+-0.007695002015680075|;| This+;+-0.2571552097797394|;| commitment+;+-2.4580984115600586|;| reflects+;+-0.35069432854652405|;| our+;+-0.01235282700508833|;| deep+;+-2.834535598754883|;| respect+;+-0.4258233308792114|;| for+;+-0.02054760977625847|;| those+;+-1.7647287845611572|;| who+;+-0.0060198064893484116|;| have+;+-0.11239337176084518|;| lab+;+-5.903440952301025|;|ored+;+-4.320199877838604e-07|;| tirelessly+;+-1.4681117534637451|;| for+;+-2.265488386154175|;| this+;+-2.989966869354248|;| nation+;+-0.182194784283638|;|,+;+-0.9481905698776245|;| and+;+-0.8070937991142273|;| it+;+-0.22998325526714325|;| re+;+-2.7396962642669678|;|aff+;+-2.546478935983032e-05|;|irms+;+-6.704273118884885e-07|;| our+;+-0.1644889861345291|;| dedication+;+-2.332193613052368|;| to+;+-8.482821431243792e-05|;| fostering+;+-1.1801393032073975|;| an+;+-3.178760528564453|;| environment+;+-0.9460545182228088|;| where+;+-0.01126367598772049|;| every+;+-0.3089594542980194|;| senior+;+-2.2243306636810303|;| can+;+-0.14360298216342926|;| enjoy+;+-1.816220760345459|;| dignity+;+-0.32723549008369446|;| and+;+-0.08501862734556198|;| self+;+-9999.0|;|-res+;+-4.542219161987305|;|pect+;+-2.45848218582978e-06|;| in+;+-0.5281868577003479|;| their+;+-0.0023060773964971304|;| golden+;+-0.11277107894420624|;| years+;+0.0|;|.+;+-3.166338137816638e-05"
"With nuclear arms or a full arsenal of chemical and biological weapons, Saddam Hussein could pose a grave threat not only to his neighbors but to peace and stability across the globe. It is vital that we confront this danger with unwavering resolve, standing united with our allies to ensure that tyrants cannot wield such destructive power to intimidate and terrorize. Together, we must forge a future that prioritizes safety and human dignity.","pose+;+-0.6625804901123047|;| a+;+-0.20147930085659027|;| grave+;+-0.24847820401191711|;| threat+;+-0.017401866614818573|;| not+;+-0.26336249709129333|;| only+;+-0.3134866952896118|;| to+;+-8.41866585687967e-06|;| his+;+-0.14367805421352386|;| neighbors+;+-0.03801693022251129|;| but+;+-0.049162935465574265|;| to+;+-0.22675970196723938|;| peace+;+-4.605111122131348|;| and+;+-0.6144407987594604|;| stability+;+-0.10065282136201859|;| across+;+-0.7475958466529846|;| the+;+-0.004443412646651268|;| globe+;+-0.072861447930336|;|.+;+-4.60414821645827e-06|;| It+;+-2.586273670196533|;| is+;+-0.016544770449399948|;| vital+;+-3.019794464111328|;| that+;+-0.1550908386707306|;| we+;+-0.16508588194847107|;| confront+;+-1.959174633026123|;| this+;+-0.4675896465778351|;| danger+;+-0.9028622508049011|;| with+;+-0.8133718371391296|;| unwavering+;+-2.3555874824523926|;| resolve+;+-0.008356771431863308|;|,+;+-1.6028175354003906|;| standing+;+-3.2352092266082764|;| united+;+-0.47971224784851074|;| with+;+-0.2683868706226349|;| our+;+-0.010452951304614544|;| allies+;+-0.00081796565791592|;| to+;+-0.7396073341369629|;| ensure+;+-0.25679197907447815|;| that+;+-0.12292443960905075|;| tyr+;+-2.0948081016540527|;|ants+;+-0.029029566794633865|;| cannot+;+-0.8380811214447021|;| wield+;+-0.42986974120140076|;| such+;+-0.05603070557117462|;| destructive+;+-0.6091179251670837|;| power+;+-0.030744539573788643|;| to+;+-7.6398138999938965|;| intimid+;+-0.36082637310028076|;|ate+;+0.0|;| and+;+-1.91151762008667|;| terror+;+-2.732558488845825|;|ize+;+-9.088346359931165e-07|;|.+;+-0.35259154438972473|;| Together+;+-1.5519027709960938|;|,+;+-0.0003364158037584275|;| we+;+-0.0010251892963424325|;| must+;+-0.38550910353660583|;| forge+;+-3.559418201446533|;| a+;+-0.004948512185364962|;| future+;+-1.5981501340866089|;| that+;+-3.801623821258545|;| priorit+;+-0.9026804566383362|;|izes+;+0.0|;| safety+;+-0.9997223615646362|;| and+;+-0.11682768166065216|;| human+;+-5.562630653381348|;| dignity+;+-0.028160374611616135|;|.+;+-1.2542871236801147"
"The terrorists do not merely object to American actions in Iraq and elsewhere, they object to the very values we hold dear. They seek to undermine our commitment to freedom, democracy, and human dignity that we cherish as a nation. It is essential to confront this ideological assault head-on, promoting dialogue and understanding, to demonstrate that no one can extinguish the spirit of liberty that resides in the hearts of all people, everywhere.","to+;+-0.00011927806917810813|;| the+;+-0.06662433594465256|;| very+;+-0.03519700467586517|;| values+;+-2.812018871307373|;| we+;+-1.012305498123169|;| hold+;+-0.14579397439956665|;| dear+;+-0.00012011249782517552|;|.+;+-1.083914041519165|;| They+;+-0.06394300609827042|;| seek+;+-0.4557547867298126|;| to+;+-0.0033805454149842262|;| undermine+;+-0.26517972350120544|;| our+;+-0.7847843170166016|;| commitment+;+-1.8348348140716553|;| to+;+-1.9361264946837764e-07|;| freedom+;+-0.19740325212478638|;|,+;+-0.2519509494304657|;| democracy+;+-0.10417941212654114|;|,+;+-9.088346359931165e-07|;| and+;+0.0|;| human+;+-0.6380966901779175|;| dignity+;+-0.3136287033557892|;| that+;+-6.465656757354736|;| we+;+-2.1166791915893555|;| cherish+;+-0.5581902861595154|;| as+;+-2.0472443103790283|;| a+;+-0.37398648262023926|;| nation+;+-0.026409680023789406|;|.+;+-0.00010413920972496271|;| It+;+-1.5594334602355957|;| is+;+-0.03901120647788048|;| essential+;+-1.4684803485870361|;| to+;+-2.7430286407470703|;| confront+;+-1.9792760610580444|;| this+;+-0.06641118973493576|;| ideological+;+-4.442100524902344|;| assault+;+-4.8959503173828125|;| head+;+-1.5416538715362549|;|-on+;+-0.004624749533832073|;|,+;+-0.15690985321998596|;| promoting+;+-2.8166322708129883|;| dialogue+;+-1.7054312229156494|;| and+;+-0.09843043237924576|;| understanding+;+-0.03331794962286949|;|,+;+-1.3286612033843994|;| to+;+-7.176674842834473|;| demonstrate+;+-1.9019490480422974|;| that+;+-0.014572078362107277|;| no+;+-5.722104549407959|;| one+;+-3.5817742347717285|;| can+;+-0.09551334381103516|;| extingu+;+-0.10524877160787582|;|ish+;+-4.320199877838604e-07|;| the+;+-0.049010276794433594|;| spirit+;+-2.4248361587524414|;| of+;+-0.0018052493687719107|;| liberty+;+-0.1349543333053589|;| that+;+-0.22912748157978058|;| resides+;+-1.6692631244659424|;| in+;+-0.24819140136241913|;| the+;+-0.26043498516082764|;| hearts+;+-0.033747706562280655|;| of+;+-0.0009138475870713592|;| all+;+-1.969267725944519|;| people+;+-0.09258662164211273|;|,+;+-1.0971407890319824|;| everywhere+;+-0.5133058428764343|;|.+;+-0.00019197762594558299"
"In an ownership society, more people will own their health care plans, and have the freedom to make decisions that best suit their families. This shift not only empowers individuals, but also fosters competition among providers, driving down costs and enhancing quality. We believe that when Americans have a stake in their health care, they will seek to make informed choices, leading to healthier lives and ultimately, a stronger nation.","fre+;+-0.09451048821210861|;|edom+;+-2.1008713702030946e-06|;| to+;+-2.47495681833243e-05|;| make+;+-0.4756012558937073|;| decisions+;+-1.913212776184082|;| that+;+-0.0696076899766922|;| best+;+-0.19755412638187408|;| suit+;+-0.08366348594427109|;| their+;+-0.0004622472042683512|;| families+;+-1.500581979751587|;|.+;+-0.21401755511760712|;| This+;+-0.17622010409832|;| shift+;+-1.7820863723754883|;| not+;+-3.7467899322509766|;| only+;+-6.153795766294934e-06|;| empowers+;+-0.10165177285671234|;| individuals+;+-0.0076362090185284615|;|,+;+-2.698561191558838|;| but+;+-0.00885529350489378|;| also+;+-0.43112435936927795|;| fosters+;+-0.2566397488117218|;| competition+;+-1.6447105407714844|;| among+;+-0.20332734286785126|;| providers+;+-0.02337859757244587|;|,+;+-0.050932496786117554|;| driving+;+-0.7981826066970825|;| down+;+-0.49836158752441406|;| costs+;+-0.0003115095605608076|;| and+;+-0.16686180233955383|;| enhancing+;+-1.833743929862976|;| quality+;+-0.12223992496728897|;|.+;+-0.004599703475832939|;| We+;+-1.7287365198135376|;| believe+;+-1.8256562948226929|;| that+;+-0.09845852851867676|;| when+;+-0.4055577218532562|;| Americans+;+-1.4181034564971924|;| have+;+-0.6140641570091248|;| a+;+-0.7772592306137085|;| stake+;+-0.16955092549324036|;| in+;+-0.00018768629524856806|;| their+;+-5.7530574849806726e-05|;| health+;+-0.26450201869010925|;| care+;+-0.1273614466190338|;|,+;+-0.029154272750020027|;| they+;+-0.03260340914130211|;| will+;+-0.4906446039676666|;| seek+;+-1.688575029373169|;| to+;+-4.145534992218018|;| make+;+-0.39881619811058044|;| informed+;+-0.04498239979147911|;| choices+;+-0.005164735484868288|;|,+;+-0.21053603291511536|;| leading+;+-1.0211914777755737|;| to+;+-0.003883439116179943|;| healthier+;+-1.44127357006073|;| lives+;+-0.6905717849731445|;| and+;+-0.010166129097342491|;| ultimately+;+-3.146912097930908|;|,+;+-0.8815463781356812|;| a+;+-0.008663024753332138|;| stronger+;+-0.4641900360584259|;| nation+;+-0.02562241442501545|;|.+;+-0.09801074117422104"
